age,duration,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,y,job_blue.collar,job_management,job_services,job_technician,marital_married,marital_single,education_basic.6y,education_basic.9y,education_high.school,education_professional.course,education_university.degree,default_unknown,housing_yes,loan_yes,contact_telephone,month_aug,month_jul,month_jun,month_may,month_nov,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed,poutcome_nonexistent
32,150,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
45,111,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
32,298,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
29,31,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,353,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36,201,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
29,104,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
46,75,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
46,385,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
58,124,2,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
47,86,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
44,324,1,0,1.4,93.444,-36.1,4.966,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
29,88,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
29,156,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
29,124,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
30,235,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,254,2,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
30,316,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
52,109,1,0,1.4,93.444,-36.1,4.966,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
52,809,1,0,1.4,93.444,-36.1,4.966,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
60,138,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
29,94,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
53,523,1,0,1.4,93.444,-36.1,4.966,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
39,108,1,0,1.4,93.444,-36.1,4.966,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
54,309,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
47,177,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
47,109,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
55,348,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
36,124,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
36,167,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
36,248,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,103,5,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
33,111,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
40,200,2,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
34,189,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
34,201,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
34,50,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
54,107,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
34,192,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29,521,2,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
51,253,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
52,172,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
37,73,4,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
34,118,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
53,169,1,0,1.4,93.444,-36.1,4.966,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
33,100,5,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
40,117,2,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
38,82,7,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
41,133,2,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
40,876,2,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
47,61,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
33,125,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
36,81,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
53,236,1,0,1.4,93.444,-36.1,4.966,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
36,194,2,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
44,229,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
30,445,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
30,129,2,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
58,131,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
35,91,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
52,362,2,0,1.4,93.444,-36.1,4.966,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
46,16,5,0,1.4,93.444,-36.1,4.966,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
57,153,6,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
48,66,4,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
34,46,2,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
38,185,2,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
30,255,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30,153,5,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
38,87,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
37,62,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,147,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29,97,2,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
50,119,3,0,1.4,93.444,-36.1,4.966,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
34,178,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
45,156,4,0,1.4,93.444,-36.1,4.966,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
52,173,7,0,1.4,93.444,-36.1,4.966,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
32,79,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
41,93,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
33,1000,1,0,1.4,93.444,-36.1,4.966,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
35,494,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
38,172,7,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
38,273,5,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
41,519,1,0,1.4,93.444,-36.1,4.966,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
41,167,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
51,88,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,63,2,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
47,127,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
31,52,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,448,5,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
58,528,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
46,140,3,0,1.4,93.444,-36.1,4.966,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
29,580,3,0,1.4,93.444,-36.1,4.966,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
38,93,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,80,1,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
34,72,4,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
31,258,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
38,848,1,0,1.4,93.444,-36.1,4.966,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
58,173,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
30,406,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
33,229,4,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
50,604,4,0,1.4,93.444,-36.1,4.966,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
58,1242,3,0,1.4,93.444,-36.1,4.966,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,889,2,0,1.4,93.444,-36.1,4.966,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
31,420,4,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
48,71,8,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
57,27,6,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
30,358,3,0,1.4,93.444,-36.1,4.966,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
38,498,6,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
36,114,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,327,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
57,189,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
44,390,2,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
40,231,3,0,1.4,93.444,-36.1,4.966,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
33,922,7,0,1.4,93.444,-36.1,4.966,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,1206,4,0,1.4,93.444,-36.1,4.966,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,219,2,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
35,424,4,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
38,188,5,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
46,492,3,0,1.4,93.444,-36.1,4.966,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
33,174,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
44,453,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
33,57,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
35,329,2,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
58,72,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
45,334,4,0,1.4,93.444,-36.1,4.966,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
53,1567,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
30,765,3,0,1.4,93.444,-36.1,4.966,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
43,170,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
36,314,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29,14,5,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
42,148,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
37,17,7,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
39,445,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
44,262,4,0,1.4,93.444,-36.1,4.966,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
33,45,3,0,1.4,93.444,-36.1,4.966,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36,46,3,0,1.4,93.444,-36.1,4.965,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
38,171,2,0,1.4,93.444,-36.1,4.965,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
39,57,4,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
32,326,3,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1
42,70,3,0,1.4,93.444,-36.1,4.965,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
52,209,2,0,1.4,93.444,-36.1,4.965,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
31,367,2,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
36,258,3,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
31,72,1,0,1.4,93.444,-36.1,4.965,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
36,99,1,0,1.4,93.444,-36.1,4.965,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
49,92,2,0,1.4,93.444,-36.1,4.965,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
39,177,3,0,1.4,93.444,-36.1,4.965,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
40,144,1,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
38,102,2,0,1.4,93.444,-36.1,4.965,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
32,155,2,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
34,77,2,0,1.4,93.444,-36.1,4.965,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
43,210,1,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
33,106,2,0,1.4,93.444,-36.1,4.965,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
31,98,1,0,1.4,93.444,-36.1,4.965,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
55,588,1,0,1.4,93.444,-36.1,4.965,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
32,73,1,0,1.4,93.444,-36.1,4.965,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
33,73,1,0,1.4,93.444,-36.1,4.965,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
33,303,1,0,1.4,93.444,-36.1,4.965,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
34,217,1,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
34,55,1,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
43,72,2,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
47,97,1,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
34,667,1,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
35,347,1,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
55,33,1,0,1.4,93.444,-36.1,4.965,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
49,212,1,0,1.4,93.444,-36.1,4.965,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
56,165,2,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
49,382,1,0,1.4,93.444,-36.1,4.965,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
32,47,2,0,1.4,93.444,-36.1,4.965,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
37,103,2,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
44,147,1,0,1.4,93.444,-36.1,4.965,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
35,386,2,0,1.4,93.444,-36.1,4.965,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
35,121,1,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1
44,116,1,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
44,126,1,0,1.4,93.444,-36.1,4.965,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
44,607,1,0,1.4,93.444,-36.1,4.965,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
43,269,1,0,1.4,93.444,-36.1,4.965,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
40,505,3,0,1.4,93.444,-36.1,4.965,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
50,82,1,0,1.4,93.444,-36.1,4.965,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
